Date,Open,High,Low,Close,Volume,Dividends,Stock_Splits
2005-08-06,119.6025464,121.0975782,119.2381301,120.7331619,4832512,0.0,0
2005-08-07,122.9273687,124.6907142,121.3291143,122.9742661,6088000,0.0,0
2005-08-08,120.9951373,120.9951373,118.8622472,120.3442078,4109360,0.0,0
2005-08-09,131.6165631,133.0267405,131.1709479,132.190033,2878192,0.0,0
2005-08-11,138.8638273,139.8304109,138.5246778,139.1464539,5782184,0.0,0
2005-08-12,150.2630873,153.061085,150.004956,152.2942352,9585192,0.0,0
2005-09-02,123.4335425,125.5452723,123.4111179,124.5361328,5537936,0.0,0
2005-09-03,131.6562573,133.2914485,130.3537161,131.516098,5422088,0.0,0
2005-09-05,109.3241965,110.4697655,108.9747337,109.8156891,4739040,0.0,0
2005-09-06,120.9106463,121.3778436,118.7951758,119.3502121,3598336,0.0,0
2005-09-08,119.5882751,120.7138118,118.5565331,120.4699478,4743752,0.0,0
2005-09-09,127.0099668,132.9327114,127.0099668,130.8606873,3741776,0.0,0
2005-09-11,139.1465145,139.7174258,136.62737,137.2434998,5000792,0.0,0
2005-09-12,152.4299443,159.6463411,151.7987495,158.5252533,6194224,0.0,0
2005-10-01,125.6811091,126.6819647,123.1966708,123.7054825,7521568,0.0,0
2005-10-02,124.2744734,125.535906,123.6203972,124.5230255,4376648,0.0,0
2005-10-03,131.7496419,131.7496419,129.9051478,130.7741394,2302280,0.0,0
2005-10-05,110.071663,110.071663,107.105896,107.6889572,7075952,0.0,0
2005-10-06,119.6025484,121.4713382,117.8365398,118.3093491,6642624,0.0,0
2005-10-08,120.5881038,123.4957397,120.5881038,123.1580811,6958080,0.0,0
2005-10-10,136.2983522,138.6674456,135.6872753,136.1761322,5371728,0.0,0
2005-10-11,137.2623105,139.1370692,137.2623105,138.4644165,3095696,0.0,0
2005-11-01,123.9422474,124.4361572,121.2397473,122.4288483,7986376,0.0,0
2005-11-02,125.0220486,129.600584,125.0220486,129.1109619,10367096,0.0,0
2005-11-03,131.3759562,134.0763605,131.2825167,133.3811646,5205744,0.0,0
2005-11-04,130.5350135,130.8153321,127.0870928,127.4141312,2822992,0.0,0
2005-11-05,107.2684652,107.6982843,106.3303297,107.3712463,3213288,0.0,0
2005-11-07,122.9742343,124.7469565,122.9742343,124.3774109,3791264,0.0,0
2005-11-08,123.4957448,124.6531684,122.5521646,123.1393204,3645312,0.0,0
2005-11-10,137.2572684,138.6486481,133.684819,137.9868011,11565120,0.0,0
2005-11-11,138.015941,140.1827442,138.015941,139.6796722,5919888,0.0,0
2005-12-01,123.5656946,127.4796583,119.9070695,120.9657135,20720032,0.0,0
2005-12-04,130.7218484,130.7218484,127.5449057,129.1333771,4112696,0.0,0
2005-12-05,108.296324,108.548606,106.8162463,107.152626,3608944,0.0,0
2005-12-07,123.6776619,123.9027714,119.3349751,120.6105804,6150600,0.0,0
2005-12-08,124.5968844,124.5968844,119.6445195,120.32547,3821832,0.0,0
2005-12-09,134.3429094,153.9913825,132.2276431,134.455719,6631072,0.0,0
2005-12-12,155.4784861,160.626058,154.6909016,155.4634094,6191488,0.0,0
2006-01-02,156.2987111,158.3751433,155.770167,157.3048401,3896696,0.0,0
2006-01-03,160.4515851,164.7365886,159.249143,164.2457886,4506152,0.0,0
2006-01-06,172.249442,172.249442,159.5077025,161.3349609,5942760,0.0,0
2006-01-08,163.6381229,178.1911078,163.6381229,176.7215881,1762508,0.0,0
2006-01-09,188.8569859,189.8050631,187.9278656,189.4732361,1728728,0.0,0
2006-01-11,208.5824228,210.2746641,205.4071117,205.9584961,1910904,0.0,0
2006-01-12,228.1667694,228.1667694,224.6016636,226.1417847,3762140,0.0,0
2006-02-01,160.9087715,161.1819795,158.3990455,158.986908,1653504,0.0,0
2006-02-02,157.6200306,158.1863301,153.8126134,154.4865112,3135736,0.0,0
2006-02-03,164.736567,165.5482609,162.3732062,164.3967896,3277696,0.0,0
2006-02-05,187.2564019,191.0694882,186.8788689,190.0086212,6239280,0.0,0
2006-02-06,161.8578785,169.8898928,159.3189661,169.3235931,4213560,0.0,0
2006-02-08,175.3942564,178.7125261,174.4461793,178.276413,1784732,0.0,0
2006-02-11,207.2514158,207.2514158,203.8289153,205.3595428,2204376,0.0,0
2006-03-01,158.7664536,163.9196746,158.4593317,163.2828217,3396936,0.0,0
2006-03-02,154.7790664,155.5246962,152.1835275,153.9201813,4357520,0.0,0
2006-03-03,164.4156731,164.4156731,160.2024021,160.995224,2124440,0.0,0
2006-03-04,181.8765777,184.6136928,181.2158948,184.1191254,3105672,0.0,0
2006-03-05,191.031742,192.5324383,190.1879611,191.745285,3148160,0.0,0
2006-03-07,164.8941853,171.0942823,163.985471,170.4032745,4285520,0.0,0
2006-03-08,178.7124978,180.5138439,177.6885701,179.1296539,3010272,0.0,0
2006-03-10,196.2520078,196.2520078,191.3220057,192.3269653,1632712,0.0,0
2006-03-11,206.3006681,206.8710847,201.1669188,202.8686523,3144440,0.0,0
2006-04-01,163.9234394,164.8561096,162.2465169,164.2154846,3545616,0.0,0
2006-04-04,184.085161,184.9912383,183.1092411,183.911499,2971608,0.0,0
2006-04-05,191.4092398,194.2312898,190.7768766,192.8910522,3929824,0.0,0
2006-04-07,171.4255948,173.3187543,170.8576469,171.8136902,3584768,0.0,0
2006-04-08,182.0307788,182.7513149,178.8073171,179.8596802,2674200,0.0,0
2006-04-09,189.4258154,193.4077394,189.4258154,192.8673401,2010492,0.0,0
2006-04-10,192.6493004,192.6493004,186.4583513,187.2263031,6947628,0.0,0
2006-04-12,228.1667464,230.2582749,226.2653568,226.7216949,2234092,0.0,0
2006-05-01,164.3944143,164.4886231,162.2181926,163.2036133,1431824,0.0,0
2006-05-04,184.0568383,185.4782561,181.2159038,182.3541718,2776928,0.0,0
2006-05-05,193.9576102,193.9576102,188.2946142,189.3951263,2710520,0.0,0
2006-05-06,169.3235995,170.3051879,165.572809,166.8318787,3211680,0.0,0
2006-05-07,171.9935368,176.2531455,170.3843512,174.4167786,4245072,0.0,0
2006-05-09,193.9765979,195.303906,189.8050582,190.71521,3945288,0.0,0
2006-05-10,189.2362271,191.3219972,188.2881499,189.5680542,5849400,0.0,0
2006-05-12,230.0110768,230.0110768,225.314654,226.6266174,2116476,0.0,0
2006-06-01,163.4523442,163.9139699,159.401364,160.6826019,2965744,0.0,0
2006-06-02,153.8353189,158.8470691,153.5011984,158.4752045,2894976,0.0,0
2006-06-03,161.9616551,165.4538353,161.3953556,164.6327057,3631584,0.0,0
2006-06-06,164.6799559,168.738437,159.5077474,165.066925,2971136,0.0,0
2006-06-07,173.0348175,173.4134495,169.6422781,170.7914276,2310920,0.0,0
2006-06-09,192.9336838,192.9336838,187.9278322,188.4018707,2800432,0.0,0
2006-06-10,189.8050227,190.9427152,187.3400224,188.5156403,2766944,0.0,0
2006-06-11,202.7831328,203.4296097,200.7866744,201.4331512,2536892,0.0,0
2006-06-12,222.8808404,229.4976843,222.8808404,227.9005127,3180856,0.0,0
2006-07-02,158.5639439,159.8381184,155.1906856,158.0070801,7002784,0.0,0
2006-07-03,164.2420102,165.1707385,162.3392401,162.7828369,1985168,0.0,0
2006-07-04,183.858633,188.4834138,176.9686534,178.3145599,7385560,0.0,0
2006-07-06,169.8898744,169.8898744,159.8154058,160.8253021,5410536,0.0,0
2006-07-07,172.2491448,173.3945158,164.7049074,165.3391113,2928672,0.0,0
2006-07-08,180.3242519,180.5138673,176.5319437,177.4989777,1719964,0.0,0
2006-07-09,185.8800082,188.6673574,185.8800082,187.0935516,1583584,0.0,0
2006-07-11,204.2092449,206.2817643,201.585318,202.5265198,3219180,0.0,0
2006-07-12,229.1174857,234.7170698,225.7139931,227.0830078,2872872,0.0,0
2006-08-02,157.2425577,157.8182934,155.9551683,156.9122162,3332648,0.0,0
2006-08-03,163.4717675,164.2268334,160.9234201,162.5807953,3813488,0.0,0
2006-08-05,190.7485491,197.4497599,189.7103333,190.6031952,1484712,0.0,0
2006-08-06,162.8111109,162.8111109,152.0702921,155.5341644,5360992,0.0,0
2006-08-08,178.2384789,181.6515562,177.2904019,181.0447845,1178400,0.0,0
2006-08-09,190.7531057,190.7531057,186.771182,187.9088745,1570564,0.0,0
2006-08-11,202.4980164,203.6198411,199.8645961,202.1747894,2436760,0.0,0
2006-08-12,227.9765246,227.9765246,223.0994575,223.7744598,1887268,0.0,0
2006-09-01,161.112194,162.9812942,158.365061,159.1149597,3883272,0.0,0
2006-09-03,162.3392722,163.0943386,159.5077733,162.7979736,4662712,0.0,0
2006-09-05,191.7867671,192.9571217,189.2384193,191.1128693,1800392,0.0,0
2006-09-06,158.0410264,159.6965128,153.372833,157.7295685,4061912,0.0,0
2006-09-08,180.1346506,184.8750361,178.9021503,183.1874542,2052120,0.0,0
2006-09-10,186.7711477,191.3219167,185.9273569,190.023056,1546832,0.0,0
2006-09-11,203.2585206,204.3993542,200.2828417,202.2317657,3365420,0.0,0
2006-10-01,159.2129554,160.1362067,156.4808988,157.5643005,3972648,0.0,0
2006-10-02,157.6352424,158.3752044,155.2662235,157.5823822,2728200,0.0,0
2006-10-03,159.6965421,167.5303559,159.5077755,166.4600525,6434944,0.0,0
2006-10-04,179.3282106,181.212097,177.4405453,178.771347,7034440,0.0,0
2006-10-05,192.9572049,193.2025992,188.9836706,190.8146973,1978192,0.0,0
2006-10-07,164.7048728,172.0503292,164.7048728,170.2291107,3859312,0.0,0
2006-10-08,182.2203749,184.8749902,182.0307596,183.121048,2279124,0.0,0
2006-10-10,190.1843044,192.9906108,190.1843044,191.7960358,2769780,0.0,0
2006-10-11,203.4486364,208.1450583,202.5169511,203.2014465,3313476,0.0,0
2006-11-05,191.5320427,191.5320427,189.2762794,190.5315704,1964024,0.0,0
2006-11-07,170.3843774,171.8042472,166.8971804,167.5408478,3618984,0.0,0
2006-11-08,183.9080028,184.6569744,181.4619592,183.4718781,1893972,0.0,0
2006-11-09,189.4257981,189.4257981,179.9450275,180.7888184,4073480,0.0,0
2006-11-10,195.3038956,204.6709026,195.3038956,198.1007233,6773716,0.0,0
2006-11-12,223.4132702,226.0752155,215.6175731,223.1185455,4279432,0.0,0
2006-12-01,155.7272493,159.1187684,152.1473125,157.6773682,13919696,0.0,0
2006-12-04,179.158331,179.3282255,166.3977166,168.0777435,13157376,0.0,0
2006-12-05,189.8047429,191.1128936,185.9633487,188.4040985,2777136,0.0,0
2006-12-06,160.3572344,160.3572344,152.9953367,154.6715851,3591904,0.0,0
2006-12-07,168.4912257,180.7021067,168.4912257,178.9320068,9521616,0.0,0
2006-12-09,181.0827289,185.8231145,180.5138827,185.4249268,1835256,0.0,0
2006-12-10,199.0962415,205.7327829,197.3897023,205.2682343,5052848,0.0,0
2006-12-12,222.4625516,224.363941,210.103521,213.0506744,5118300,0.0,0
2007-01-02,245.8379085,246.8003439,242.9887556,246.2381439,1859904,0.0,0
2007-01-03,228.6952015,241.6545963,226.8656446,239.1103668,7858564,0.0,0
2007-01-06,234.241063,234.241063,230.8201731,232.2590332,1728988,0.0,0
2007-01-08,219.4941988,219.4941988,212.9764671,213.7720184,4382172,0.0,0
2007-01-10,203.3915564,203.3915564,196.1070332,199.6822052,2176580,0.0,0
2007-01-11,202.7900509,202.7900509,195.9663099,196.6486816,5518404,0.0,0
2007-02-01,233.7568393,239.1948089,231.2089726,237.3884888,1545060,0.0,0
2007-02-02,247.5625959,249.0872308,246.8098167,247.848465,4274616,0.0,0
2007-02-03,239.1390187,240.1300222,228.8858386,230.3247223,5311752,0.0,0
2007-02-04,230.6010073,232.5068008,225.8365237,226.6369476,3875896,0.0,0
2007-02-07,220.470131,220.470131,216.2634156,216.9230957,1477152,0.0,0
2007-02-08,214.7017551,215.5643961,208.9508152,209.9380646,1912008,0.0,0
2007-02-11,194.140231,197.9845921,192.7947047,196.2930756,3494680,0.0,0
2007-03-01,238.2440653,244.8989274,235.6106459,243.4063416,4384972,0.0,0
2007-03-04,227.7423045,231.8969433,226.4082492,229.2002411,3256852,0.0,0
2007-03-05,242.9506697,246.7622583,242.521866,245.8855743,6643028,0.0,0
2007-03-07,219.8965182,219.8965182,214.9249447,215.6133118,1829368,0.0,0
2007-03-08,213.55156,213.55156,207.7047713,210.2735291,1993184,0.0,0
2007-03-09,205.1168256,206.0753154,201.934644,203.4394684,2496264,0.0,0
2007-03-10,201.2829501,209.9093622,201.2637849,206.8805237,5122872,0.0,0
2007-03-12,195.2936005,204.9045061,194.2171838,201.8097992,6516348,0.0,0
2007-04-01,244.3286293,244.3286293,237.6927732,239.3945313,3970700,0.0,0
2007-04-04,232.1256708,233.4025433,226.8656849,228.3903198,2402496,0.0,0
2007-04-05,247.5626217,253.4515294,241.8452401,242.6170959,7101200,0.0,0
2007-04-06,234.0314871,238.2242336,229.076423,230.2389526,1853384,0.0,0
