Date,Open,High,Low,Close,Volume,Dividends,Stock_Splits
2002-01-10,27.6974263,28.06920383,26.86092685,27.33494377,240192,0.0,0
2002-01-11,27.90190954,28.36663153,27.33494814,27.48365974,108792,0.0,0
2002-02-09,33.27407687,34.18493035,32.75358795,33.08818817,2389568,0.0,0
2002-02-10,27.33494377,27.33494377,27.33494377,27.33494377,0,0.0,0
2002-02-12,33.36702806,36.4341922,33.06960495,35.23521042,1388680,0.0,0
2002-03-09,33.27409101,33.41350759,31.22931447,31.53602982,986784,0.0,0
2002-03-10,27.69742491,29.55631249,27.69742491,28.06920242,673264,0.0,0
2002-03-12,36.06242988,38.98088369,34.7797982,37.25211716,4082608,0.0,0
2002-04-09,31.13636191,32.53052737,30.77387946,32.2238121,1449856,0.0,0
2002-04-10,28.44098574,28.52463514,27.60448616,27.89261436,258296,0.0,0
2002-04-11,27.88331126,27.88331126,27.4743566,27.68812752,56560,0.0,0
2002-04-12,36.60148855,38.06071617,35.51404122,36.0066452,2594928,0.0,0
2002-05-09,33.20902106,33.35773261,31.60108465,32.0286293,1061360,0.0,0
2002-05-11,27.42789375,27.75319916,27.21411992,27.39071655,70288,0.0,0
2002-05-12,35.78358835,38.00495859,35.78358835,36.91751099,1720264,0.0,0
2002-06-09,32.15875478,32.15875478,30.49505098,30.83894348,907472,0.0,0
2002-06-11,27.39071655,27.39071655,27.39071655,27.39071655,0,0.0,0
2002-06-12,37.54953203,38.42320869,36.90821633,37.88413239,1139968,0.0,0
2002-07-10,28.07849817,28.25509193,27.53012689,27.77178001,110976,0.0,0
2002-07-11,27.88329723,29.37040642,27.88329723,28.23648453,204880,0.0,0
2002-08-10,27.85542617,28.79416195,27.69741962,28.52462387,227352,0.0,0
2002-08-11,27.6974281,28.05991066,27.53012934,27.7439003,77664,0.0,0
2002-09-09,29.37042672,31.74050862,29.37042672,30.43928719,880848,0.0,0
2002-09-10,28.62685221,29.08227884,27.55799247,27.79964828,277040,0.0,0
2002-09-12,37.73541077,38.46037565,35.70922482,36.06241226,975768,0.0,0
2002-10-09,30.43928719,30.43928719,30.43928719,30.43928719,0,0.0,0
2002-10-10,28.62687128,28.62687128,27.24200048,27.82754898,173224,0.0,0
2002-10-12,35.41182139,37.54954289,35.15157817,36.88963699,837808,0.0,0
2002-11-09,30.60658911,31.7498069,30.60658911,31.21072769,635936,0.0,0
2002-11-10,28.60827254,28.95216781,28.33873447,28.41309166,192536,0.0,0
2002-11-11,27.88330779,27.88330779,27.26987445,27.32564163,66568,0.0,0
2002-11-12,37.92130019,40.1426699,37.73541146,38.62767792,3286400,0.0,0
2002-12-08,28.79417226,29.74220622,28.79417226,29.51914024,212976,0.0,0
2002-12-09,31.59178114,32.14015219,31.15494444,31.36871529,781968,0.0,0
2002-12-11,27.13975401,27.88330891,27.13975401,27.46505928,106864,0.0,0
2002-12-12,38.66485057,40.1519602,38.66485057,38.94368362,2568024,0.0,0
2003-01-01,44.60399353,46.08180814,44.60399353,45.42190552,6027072,0.0,0
2003-02-01,45.74721709,46.78819226,43.0611227,43.34925079,5325328,0.0,0
2003-02-04,28.54320717,28.54320717,28.54320717,28.54320717,0,0.0,0
2003-03-01,44.61331527,45.39404772,43.49798239,43.87905502,4198040,0.0,0
2003-03-02,36.29477389,39.0180426,36.15535734,38.8042717,1566808,0.0,0
2003-03-03,34.40802306,36.42491513,34.40802306,35.33746719,500896,0.0,0
2003-04-02,38.85074436,39.761598,37.18704081,37.58670044,1311144,0.0,0
2003-04-03,34.94708325,34.94708325,34.20352828,34.45447922,255760,0.0,0
2003-05-02,36.99187642,37.54954289,36.31338333,36.88963699,845080,0.0,0
2003-05-03,34.07340593,34.94708242,33.41350035,34.59389496,471552,0.0,0
2003-06-01,44.55753792,44.7527217,42.28969548,42.57782364,4121520,0.0,0
2003-06-02,36.94539087,37.84695249,36.52714116,37.63317871,946624,0.0,0
2003-06-03,34.87274274,34.87274274,33.45998662,33.65517044,265080,0.0,0
2003-07-01,43.1262065,43.49798414,41.68556814,42.08522797,2650800,0.0,0
2003-07-02,37.27999355,38.59980212,36.85244881,37.27069855,1023440,0.0,0
2003-07-03,34.18494316,34.18494316,32.57700646,32.71642303,518664,0.0,0
2003-08-01,42.64287437,43.98127553,42.32686409,43.59090805,2648456,0.0,0
2003-09-01,43.86974774,44.72483718,43.46079304,44.01845932,2630400,0.0,0
2003-10-01,44.6133009,44.6133009,41.09070958,41.32307053,1702816,0.0,0
2003-10-02,36.80596382,37.34503993,35.91369746,36.03452682,449688,0.0,0
2003-10-03,32.59559541,32.90231073,30.02103493,30.50434685,346400,0.0,0
2003-11-02,36.06240829,36.9825568,35.50474218,35.70922089,701960,0.0,0
2003-11-03,29.7422041,32.30746977,29.42619375,31.23860931,497168,0.0,0
2003-12-02,36.08100473,36.24830346,34.96567232,35.23521042,459064,0.0,0
2003-12-03,32.10298529,32.10298529,30.63446536,30.77388191,481872,0.0,0
2004-01-06,61.31543486,63.01631661,59.02899873,59.5680809,29320,0.0,0
2004-01-07,65.79528873,66.14847602,65.07961631,65.69304657,15168,0.0,0
2004-01-09,92.01495942,92.47968144,91.42011297,91.81977844,19935544,0.0,0
2004-01-10,95.63975251,98.19200117,95.39437803,97.37780762,10968888,0.0,0
2004-01-11,107.1680902,109.4475052,106.4505345,109.0933914,6137568,0.0,0
2004-01-12,119.3759168,119.3759168,117.1393656,117.5643158,8481864,0.0,0
2004-02-06,61.06444829,61.06444829,59.31709535,59.48439407,4560,0.0,0
2004-02-07,66.54816992,69.15061232,66.54816992,67.98880768,123232,0.0,0
2004-02-08,74.21609314,74.91317604,74.16962095,74.37409973,99528,0.0,0
2004-02-09,92.00566687,93.37194505,91.64318143,92.35513306,21356352,0.0,0
2004-02-11,105.3042863,109.9414034,104.8383381,108.0720139,8864040,0.0,0
2004-02-12,117.8848664,119.0031418,115.471253,115.7974167,9657704,0.0,0
2004-03-06,60.97151732,61.97531555,58.22036576,58.49919891,13808,0.0,0
2004-03-08,74.54139395,74.86669929,74.01160984,74.28115082,25104,0.0,0
2004-03-09,93.50204437,102.2388159,92.04839293,92.74547577,9869856,0.0,0
2004-03-11,108.1931608,110.3365223,108.1931608,109.516449,8978136,0.0,0
2004-03-12,116.4181209,117.0369017,113.8367718,115.2532501,9777216,0.0,0
2004-04-06,60.40456072,60.41385289,57.43963244,58.34119415,23944,0.0,0
2004-04-08,70.63771893,74.485618,70.63771893,74.3183136,43656,0.0,0
2004-04-10,98.24218106,100.4728455,98.00609878,100.0545959,15129824,0.0,0
2004-04-11,110.1278011,110.699987,108.8175492,109.0691681,6555808,0.0,0
2004-05-07,67.66350956,68.12823146,65.24695564,65.71167755,22040,0.0,0
2004-05-08,74.16961263,74.87598763,73.05428011,73.50041199,44048,0.0,0
2004-05-10,100.4077853,101.2163966,99.96164784,100.4449539,14341288,0.0,0
2004-05-11,109.4008456,109.9637144,108.0999226,108.6087341,5023848,0.0,0
2004-06-05,88.20420024,91.08547549,84.61655011,86.16871643,19760,0.0,0
2004-06-07,65.53505632,66.91992935,65.53505632,66.3343811,39312,0.0,0
2004-06-08,73.07287494,74.28115191,72.49661863,72.54309082,32392,0.0,0
2004-06-09,96.65285481,96.65285481,92.28446932,92.46663666,9038672,0.0,0
2004-06-10,100.4728535,102.4990451,99.92076946,100.5286179,17670664,0.0,0
2004-06-12,115.5551801,116.4870768,112.6197058,113.1844406,11473872,0.0,0
2004-07-05,86.43825033,86.43825033,82.60894176,83.14801788,31344,0.0,0
2004-07-06,59.48440604,59.48440604,58.18318466,58.90814972,9608,0.0,0
2004-07-07,66.91994481,67.47761101,65.06105745,65.51648712,39640,0.0,0
2004-07-09,96.19740243,96.19740243,92.47962842,92.53539276,5772232,0.0,0
2004-07-10,100.6587178,102.2387715,100.6587178,101.9692307,10080128,0.0,0
2004-07-12,113.3185349,114.8934412,113.2253453,113.5291443,7863224,0.0,0
2004-08-06,58.29468577,58.90811609,56.96558296,57.60689545,10272,0.0,0
2004-08-07,65.0610652,66.94783496,62.26344167,62.78392792,80424,0.0,0
2004-08-09,92.57259661,93.01872847,92.11716691,92.35882568,6593984,0.0,0
2004-08-10,102.052943,103.2612201,101.7741098,102.0585251,8558920,0.0,0
2004-08-11,108.5658713,110.7931048,107.727165,110.351387,10291728,0.0,0
2004-08-12,113.5049565,114.306385,111.4603817,111.9020996,7329408,0.0,0
2004-09-06,57.62551153,60.39525272,57.53256716,59.42863464,31424,0.0,0
2004-09-07,58.57353919,64.13161101,58.04375518,63.66688919,29280,0.0,0
2004-09-08,72.50590765,73.42605927,70.87938102,73.22158051,19040,0.0,0
2004-09-09,92.66554972,92.74920194,90.94236291,91.08177948,7947184,0.0,0
2004-09-11,110.6160685,111.6318376,109.6841724,110.7465363,7338712,0.0,0
2004-09-12,112.2897752,113.411782,112.2804585,112.8955078,3801224,0.0,0
2004-10-05,82.5345934,83.27814829,81.42855322,82.60894775,4904,0.0,0
2004-10-06,60.41383074,67.84937914,59.48438719,64.86586761,54480,0.0,0
2004-10-08,75.26633933,75.3778737,73.14720912,75.24774933,50656,0.0,0
2004-10-09,92.01491571,92.01491571,90.71369468,91.90338135,6415072,0.0,0
2004-10-11,110.9888252,111.7343421,110.9049523,111.3019409,5734392,0.0,0
2004-10-12,113.6914077,115.1358477,113.1322696,114.2188644,6216808,0.0,0
2004-11-05,84.76525089,84.76525089,77.14381386,78.30561829,21032,0.0,0
2004-11-06,67.85869714,75.84262254,67.85869714,69.60605621,1495680,0.0,0
2004-11-08,75.51730752,81.04749804,74.7272803,79.03990173,271960,0.0,0
2004-11-10,102.2388164,103.3076768,100.8446507,101.2443161,9332056,0.0,0
2004-11-11,111.7343578,112.1443944,110.9981575,111.4790192,5235128,0.0,0
2004-12-05,76.02850687,80.86161489,68.03528977,73.2029953,134928,0.0,0
2004-12-07,64.1316185,65.59084632,63.20217475,64.91235352,22272,0.0,0
2004-12-08,79.03990173,79.03990173,79.03990173,79.03990173,0,0.0,0
2004-12-10,103.1682517,103.6329736,100.1624339,100.7944489,15600512,0.0,0
2004-12-11,112.2002654,112.5730238,110.9142446,111.5255737,1813408,0.0,0
2005-01-02,121.7988789,123.0103445,119.9350858,122.5686264,8019840,0.0,0
2005-01-03,129.0399472,134.5528777,126.2367623,126.8403778,4958152,0.0,0
2005-01-04,133.8987806,136.1413282,132.1234304,135.5769501,5562672,0.0,0
2005-01-06,124.2745066,124.2745066,121.2433354,121.8917999,7530088,0.0,0
2005-01-07,126.1433195,126.7693596,125.2425614,126.3675766,4820568,0.0,0
2005-01-08,118.8379039,119.5882616,116.5549438,117.4497375,5430792,0.0,0
2005-01-09,132.5434902,134.8129367,132.4626414,133.8972626,7600184,0.0,0
2005-01-12,143.1974878,146.4627706,143.0806697,146.0331726,4161968,0.0,0
2005-02-02,122.9170801,123.3327021,121.4260466,121.9814529,4870456,0.0,0
2005-02-03,128.4792409,128.4792409,127.22715,127.8251648,2658112,0.0,0
2005-02-05,107.4553963,110.0717016,104.4746748,105.4838257,5129600,0.0,0
2005-02-06,122.2188162,122.3122557,118.210261,118.5335693,11076624,0.0,0
2005-02-08,121.1827466,121.7455147,117.9937269,121.0233002,4821520,0.0,0
2005-02-09,134.4368827,135.3770007,133.0323518,134.173645,4920864,0.0,0
2005-02-11,132.0148401,135.283882,130.7995439,134.6244202,2852888,0.0,0
2005-02-12,146.4627286,148.3224103,145.1814906,146.0237122,4784360,0.0,0
2005-03-01,124.4509846,126.4303309,124.4509846,126.1097641,4734168,0.0,0
2005-03-02,122.5925512,122.8504449,121.6581567,122.5084534,3327616,0.4375,0
2005-03-03,128.0121309,130.3481187,127.4514938,129.8398132,2891160,0.0,0
2005-03-05,105.5866206,106.053818,103.2842702,103.5870132,5503048,0.0,0
2005-03-06,118.5335229,121.1628982,117.8327272,120.8321304,6548528,0.0,0
2005-03-08,121.6986305,122.6272004,120.3386073,122.0044022,7274320,0.0,0
2005-03-10,136.82481,141.4783953,136.82481,140.8203125,4472520,0.0,0
2005-04-01,125.8060232,126.1787818,124.2367128,124.9915466,4979104,0.0,0
2005-04-02,122.4056847,123.5269582,121.5236217,122.0749054,2684040,0.0,0
2005-04-03,130.2547012,131.1423767,129.1334268,130.0921173,4017872,0.0,0
2005-04-04,135.6741212,136.1226352,132.9924128,133.4091492,5257360,0.0,0
2005-04-05,103.3907924,105.0727032,103.3907924,104.7325821,4792144,0.0,0
2005-04-07,126.9655501,128.1896048,124.3679284,126.9898453,3951648,0.0,0
2005-04-08,122.4020618,123.7902277,120.8075522,121.4885025,6346936,0.0,0
2005-04-10,140.99889,141.2057113,139.4476954,140.0550079,6350472,0.0,0
2005-04-11,134.6244202,134.6244202,134.6244202,134.6244202,0,0.0,0
2005-05-01,124.8927506,124.8927506,119.3107002,123.4762726,9604320,0.0,0
2005-05-04,133.5249779,134.7864105,132.3196067,133.1941986,3367832,0.0,0
2005-05-05,107.4516858,107.455427,105.1717711,106.2276306,6495064,0.0,0
2005-05-07,127.9896691,127.9896691,122.648665,123.3588028,5187376,0.0,0
2005-05-08,121.9330903,122.6834478,119.7945669,120.5636902,3162848,0.0,0
2005-05-09,135.377042,137.9059627,132.2144825,132.581131,7254784,0.0,0
2005-05-10,139.5135071,139.9835661,137.7272829,138.1973419,6577720,0.0,0
2005-05-12,146.2121418,146.4099781,143.7872068,144.2676697,1913080,0.0,0
2005-06-01,123.0102828,125.4332126,120.4475686,123.0531464,8006888,0.0,0
2005-06-04,133.3381269,135.3003558,133.3381269,134.6799164,1953408,0.0,0
2005-06-05,106.5209611,109.4829867,105.7883991,109.0905457,8188664,0.0,0
2005-06-06,121.0041296,121.6301696,118.696179,119.6399155,5792512,0.0,0
2005-06-07,124.3717612,124.9908039,123.4488247,124.0997543,3057216,0.625,0
2005-06-09,133.0266687,133.4873287,130.4883507,131.4717102,5023440,0.0,0
2005-06-10,137.7328923,137.7328923,133.2297262,133.9348145,8233792,0.0,0
2005-06-12,144.6106204,147.907931,143.7910078,146.400589,3233064,0.0,0
2005-07-01,123.9421888,125.340033,122.326284,124.8703537,7623136,0.0,0
2005-07-02,122.6486489,124.3399011,121.5647534,122.7570419,5944216,0.0,0
2005-07-03,130.3480731,131.5627864,130.2546337,130.8339539,3658032,0.0,0
2005-07-04,134.6463163,135.4872718,132.8709658,133.1699677,2483216,0.0,0
2005-07-06,120.4247746,120.4247746,118.5802807,119.3838577,3698192,0.0,0
2005-07-07,124.0997677,125.6849004,122.238884,122.8391724,3488888,0.0,0
2005-07-10,133.966839,136.6931817,133.0455186,135.8282776,6206624,0.0,0
2005-07-11,132.6461256,138.2703921,132.6461256,137.9934235,4188480,0.0,0
2005-07-12,147.1541879,150.7341233,146.9940375,150.3158417,5618952,0.0,0
2005-08-02,122.7570356,123.6204154,122.2188234,122.9663391,3284432,0.0,0
2005-08-03,131.1890515,132.7681812,130.3817329,132.1197052,5027680,0.0,0
2005-08-04,133.6838169,134.0762694,129.8864476,130.2134857,4052280,0.0,0
